Giá,Diện tích,Mã tin,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất Copy
8.5,54.0,312603,3,12,1,1,2,không
6.8,67.0,312525,7,5,4,6,4,không
6.7,70.0,312524,4,6,2,2,2,không
5.99,60.0,312504,1,5,4,1,1,không
11.0,84.0,312495,5,1,2,2,2,không
0.0,0.0,312491,1,1,1,1,1,không
5.3,40.0,312488,4,10,3,2,2,không
5.3,40.0,312487,4,10,3,2,2,không
6.51,56.0,312478,1,5,3,1,1,không
6.5,60.0,312475,1,1,3,1,1,không
3.7,41.0,312470,5,4,2,2,2,không
5.9,54.0,312468,4,5,5,6,5,không
6.4,54.0,312467,4,6,6,4,5,không
3.5,40.0,312466,4,6,2,2,2,không
4.79,66.0,312464,7,6,2,2,2,không
3.1,55.0,312461,3,6,2,2,2,không
8.9,73.0,312457,5,10,2,3,3,không
6.5,54.0,312432,1,1,4,1,1,không
0.0,200.0,312431,10,1,3,1,1,không
28.5,125.0,312420,7,16,1,2,3,không
7.5,72.0,312415,6,10,3,4,5,không
4.5,67.0,312396,5,1,2,4,4,không
4.45,48.0,312393,1,4,2,2,2,cơ bản
4.1,56.0,312295,1,1,2,2,2,đầy đủ
10.2,74.0,312392,11,8,2,2,1,không
0.0,60.0,312391,1,5,4,5,1,không
3.8,80.0,312361,5,4,2,4,2,không
9.0,350.0,312349,9,4,1,4,3,cơ bản
9.3,130.0,312347,5,5,1,2,1,không
4.5,66.0,312346,4,8,4,4,5,không
2.999,48.0,312335,4,5,1,2,1,không
6.5,45.0,312333,4,6,3,2,1,không
16.5,250.0,312325,10,8,2,4,3,không
18.6,110.0,312322,8,10,2,3,1,không
6.2,76.0,311670,1,1,1,5,5,không
4.0,64.0,312315,4,6,3,4,4,không
16.5,2450.0,312312,10,8,2,4,3,không
9.9,91.0,312309,7,6,4,3,1,không
4.6,64.0,311443,4,4,2,2,2,cơ bản
0.0,0.0,311553,1,4,3,3,3,cơ bản
4.1,64.0,311554,1,4,2,2,2,cơ bản
3.4,54.0,311633,1,3,3,6,3,cơ bản
3.65,64.0,311851,1,8,2,3,2,cơ bản
3.5,86.0,312053,1,8,2,2,2,cơ bản
3.9,48.0,312269,4,5,2,2,2,không
3.4,40.0,312267,4,4,2,2,2,không
5.0,68.0,312264,5,8,3,5,4,không
5.0,60.0,312247,4,4,1,1,1,không
7.0,79.0,312240,5,10,3,4,3,không
5.5,50.0,312213,1,4,4,3,3,không
15.0,80.0,312207,4,25,1,1,1,không
4.68,66.0,312199,6,7,9,10,13,không
4.68,66.0,312198,6,7,9,10,13,không
0.0,0.0,312190,1,1,1,1,1,không
0.0,0.0,312188,1,1,1,1,1,không
6.0,70.0,312171,4,1,1,1,1,không
7.4,50.0,312143,4,1,3,3,3,không
43.0,131.0,312140,6,5,7,20,20,không
3.2,40.0,312122,44,4,3,2,2,không
48.0,370.0,312110,8,20,1,15,15,đầy đủ
17.2,95.0,312101,4,10,3,4,4,không
7.6,54.0,312081,4,4,4,4,5,không
83.0,300.0,312080,12,12,9,1,1,không
83.0,300.0,312079,12,12,9,1,1,không
4.79,56.0,312027,1,1,2,1,1,không
7.5,65.0,312004,4,5,4,5,6,không
11.4,46.0,312001,4,15,4,3,3,không
4.8,56.0,311998,1,1,2,2,1,không
0.0,0.0,311995,1,1,1,1,1,không
7.5,84.0,311993,9,5,3,5,6,không
34.0,172.0,311991,6,4,3,3,3,không
7.99,63.0,311944,4,1,4,4,5,không
14.0,113.0,311612,7,12,1,1,1,không
32.0,216.0,311938,10,40,2,4,4,không
32.0,216.0,311935,10,40,2,4,4,không
5.0,48.0,311911,4,4,5,4,1,không
7.0,70.0,311888,4,5,2,2,2,không
6.5,68.0,311884,4,8,2,6,3,không
5.1,30.0,311865,4,6,5,3,4,không
12.2,53.0,311862,5,5,5,3,4,không
12.2,55.0,311861,6,5,5,3,4,không
5.4,32.0,311857,4,6,4,2,3,không
5.0,50.0,311850,4,4,5,4,4,không
6.8,74.0,311831,4,4,1,2,1,không
3.25,18.0,311823,1,4,3,2,1,không
18.0,215.0,311814,22,16,1,15,15,không
8.8,45.0,311800,4,8,4,4,5,không
4.6,38.0,311778,5,3,4,3,3,cơ bản
14.5,156.0,311777,5,10,1,2,2,không
6.3,5.0,311776,4,4,5,4,5,không
10.8,60.0,311775,3,3,3,3,3,không
6.5,25.0,311774,5,5,6,3,4,không
16.35,90.0,311773,5,20,5,5,5,cơ bản
12.0,54.0,311764,4,16,2,2,1,không
14.1,65.0,311763,4,6,1,1,1,không
5.2,40.0,311759,4,4,4,1,1,không
0.0,0.0,311757,1,1,1,1,1,không
450.0,0.0,311718,1,1,1,1,1,không
15.0,48.0,311717,1,15,4,3,1,không
8.3,54.0,311709,6,5,4,4,1,không
3.9,53.0,311701,4,3,2,2,2,đầy đủ
999.0,0.0,311682,1,1,1,1,1,không
468.0,0.0,311681,1,1,1,1,1,không
30.0,90.0,311657,5,5,1,2,2,không
29.9,113.0,311654,6,7,1,1,1,không
29.9,113.0,311651,6,7,1,1,1,không
3.5,15.0,311649,2,7,1,1,1,không
6.9,109.0,311627,3,3,4,3,3,không
658.0,0.0,311620,1,1,1,1,1,không
790.0,12.0,311616,3,3,1,1,1,không
19.8,52.0,311610,4,4,4,4,4,không
19.8,86.0,311608,5,4,4,4,4,không
6.3,83.0,311607,4,4,2,4,4,không
42.0,857.0,311606,13,15,1,5,5,không
0.0,200.0,311605,10,1,3,1,1,không
21.5,100.0,311602,5,7,1,1,1,không
21.5,100.0,311601,5,7,1,1,1,không
46.0,140.0,311598,7,12,5,10,9,không
746.0,0.0,311597,1,1,1,1,1,không
16.8,115.0,311596,4,8,1,1,1,không
470.0,60.0,311592,8,8,1,2,2,không
36.0,1146.0,311573,7,5,5,7,7,không
10.0,100.0,311570,10,1,1,1,1,không
17.9,95.0,311564,4,10,3,4,3,không
17.9,95.0,311563,4,10,3,4,3,không
1.55,30.0,311559,1,1,2,4,3,cơ bản
0.0,1.0,311540,1,10,2,4,3,không
10.8,74.0,311535,7,1,4,6,4,không
5.0,52.0,311529,4,8,2,2,3,không
5.6,64.0,311500,4,5,2,2,2,không
0.0,61.0,311495,1,7,4,5,5,không
5.6,64.0,311494,4,5,2,2,2,không
9.8,60.0,311488,5,8,3,3,3,không
9.8,60.0,311487,5,8,3,3,3,không
14.0,106.0,311473,6,6,4,4,4,không
10.8,74.0,311472,7,1,4,6,4,không
6.0,36.0,311468,4,8,2,2,3,không
10.9,83.0,311452,5,22,1,1,1,không
10.9,83.0,311451,5,22,1,1,1,không
0.0,0.0,311448,1,1,1,1,1,không
5.0,100.0,311439,10,1,1,1,1,không
6.3,40.0,311434,1,1,4,4,3,không
5.6,73.0,311387,1,6,3,3,3,không
10.8,74.0,311379,7,1,4,6,4,không
6.5,52.0,311370,5,6,5,4,3,không
6.8,52.0,311366,5,6,5,4,3,không
4.95,56.0,311359,4,6,3,4,1,không
7.0,52.0,311358,5,6,5,4,3,không
21.0,1.0,311352,4,7,1,1,1,không
55.0,281.0,311347,9,10,5,7,7,không
22.8,326.0,311330,30,20,2,4,4,không
22.8,326.0,311328,30,20,2,4,4,không
17.0,117.0,310614,1,1,1,2,2,không
6.5,68.0,310739,1,1,1,2,2,không
6.5,30.0,311307,5,1,2,1,1,không
9.0,120.0,311303,5,4,2,3,3,không
9.0,90.0,311302,6,5,2,4,3,không
8.0,80.0,311301,6,6,1,3,2,không
5.5,90.0,311293,10,10,1,3,3,không
11.0,160.0,311292,8,4,2,3,4,không
6.2,84.0,311289,6,4,2,3,3,không
5.8,65.0,311287,4,3,4,3,3,không
5.5,90.0,311285,10,10,1,3,3,không
66.0,210.0,311270,11,7,1,1,1,không
60.0,163.0,311265,11,7,1,1,1,không
37.0,114.0,311251,6,7,1,1,1,không
81.0,180.0,311241,13,7,1,1,1,không
8.2,149.0,311231,8,4,1,3,1,không
28.0,127.0,311209,1,12,8,8,8,không
3.7,51.0,311205,4,1,1,1,1,không
4.05,57.0,311201,6,1,1,1,1,không
8.5,56.0,311193,1,8,4,6,3,không
6.3,62.0,311187,1,4,2,4,4,không
6.9,30.0,311183,4,4,5,4,3,đầy đủ
6.8,53.0,311180,12,20,4,4,4,không
6.8,84.0,311177,9,6,3,4,4,không
3.98,60.0,311171,5,1,1,2,1,không
3.58,54.0,311158,5,1,1,3,2,không
7.2,58.0,311149,5,5,2,3,3,không
3.5,55.0,311139,5,1,1,3,2,không
3.5,55.0,311137,5,1,1,3,2,không
6.0,71.0,311112,5,5,1,3,1,không
6.0,60.0,311097,4,6,3,4,4,không
10.0,100.0,311091,10,1,1,1,1,không
6.8,80.0,311085,1,1,1,1,1,không
2.8,18.0,311080,3,3,4,3,4,không
4.0,110.0,311079,10,1,1,1,1,không
7.0,84.0,311074,8,6,3,4,4,không
15.5,6.0,311072,19,7,1,1,1,không
5.2,127.0,311066,5,12,1,3,3,không
6.6,81.0,311057,4,4,3,5,4,không
5.49,60.0,311053,5,4,4,4,4,không
29.0,480.0,311049,15,15,3,4,4,không
10.0,50.0,311028,4,5,5,3,4,không
10.0,50.0,311027,4,5,5,3,4,không
26.96,140.0,311025,1,1,1,1,1,không
8.5,60.0,311021,4,5,2,3,3,không
8.3,70.0,311018,4,4,3,4,3,không
8.3,70.0,311017,4,4,3,4,3,không
7.5,50.0,311016,4,4,4,5,5,không
7.5,50.0,311015,4,4,4,5,5,không
6.9,40.0,311014,4,4,4,3,3,không
6.9,40.0,311013,4,4,4,3,3,không
7.6,70.0,311012,4,3,4,7,7,không
7.6,70.0,311011,4,3,4,7,7,không
8.2,50.0,311010,4,5,4,4,3,không
4.0,92.0,311009,5,6,3,4,1,không
8.5,60.0,311008,4,5,2,3,3,không
10.9,60.0,311007,4,4,4,5,5,không
20.0,150.0,311002,10,1,1,1,1,không
20.0,150.0,311000,10,1,1,1,1,không
75.0,118.0,310996,6,1,1,1,1,không
51.7,156.0,310995,6,1,1,1,1,không
100.0,385.0,310993,11,1,1,1,1,không
11.0,80.0,310982,4,16,1,2,3,không
3.7,21.0,310981,3,3,4,4,2,không
4.0,25.0,310980,4,6,3,3,3,không
23.0,84.0,310979,5,10,7,10,10,không
10.5,56.0,310978,4,6,5,6,6,không
39.6,18.0,310976,10,7,1,1,1,không
4.0,94.0,310353,5,1,1,1,1,không
6.2,65.0,310965,5,5,4,1,1,không
100.0,250.0,310964,10,1,1,1,1,không
132.0,186.0,310963,8,1,1,1,1,không
30.0,311.0,310962,4,20,5,5,5,không
85.0,243.0,310954,7,1,1,1,1,không
6.2,62.0,310953,5,5,4,1,1,không
6.0,52.0,310951,4,2,3,4,4,không
7.5,120.0,310950,4,5,2,6,6,không
10.5,110.0,310949,6,12,3,1,1,không
31.0,6.0,310948,18,7,1,1,1,không
11.0,44.0,310942,1,1,5,1,1,không
7.5,40.0,310940,4,8,2,2,2,không
6.8,355.0,310928,18,5,1,4,3,đầy đủ
4.0,40.0,310923,1,5,4,4,1,không
5.5,150.0,310918,4,1,3,4,5,đầy đủ
4.95,62.0,310888,1,5,2,2,2,không
0.0,0.0,310874,1,1,1,1,1,không
3.2,21.0,310853,3,3,3,2,2,không
2.6,21.0,310849,3,1,3,3,3,không
2.1,16.0,310847,5,2,2,1,2,không
4.3,63.0,310845,4,5,2,2,3,không
19.0,4.0,310844,20,7,1,1,1,không
22.0,5.0,310843,33,7,1,1,1,không
1.7,19.0,310840,4,3,2,1,1,không
55.0,176.0,310833,8,12,4,28,28,không
3.2,20.0,310828,4,1,2,2,3,không
8.8,43.0,310819,3,10,4,4,3,không
4.0,50.0,310808,5,5,2,3,2,không
16.0,61.0,310791,5,8,2,2,2,không
4.5,39.0,310789,4,4,4,4,4,không
3.0,32.0,310782,3,2,2,3,2,không
3.2,32.0,310781,4,2,2,3,2,không
3.75,39.0,310771,6,3,2,3,2,không
4.7,60.0,310765,1,1,2,2,2,không
19.7,159.0,310665,4,21,3,5,4,đầy đủ
21.2,5.0,310756,21,1,7,10,10,không
6.4,120.0,310741,5,7,3,3,3,không
18.24,105.0,310738,7,12,3,4,5,không
23.5,100.0,310728,5,23,3,5,3,không
22.5,100.0,310707,5,12,5,5,5,không
1.067,40.0,310470,5,15,1,1,1,không
3.65,56.0,310331,4,6,2,2,2,không
3.8,46.0,310690,4,4,1,1,1,không
4.9,56.0,310689,4,5,1,1,1,không
4.8,120.0,310684,5,5,3,3,3,không
4.8,120.0,310678,5,5,3,3,3,không
2.9,36.0,310668,4,3,1,1,1,không
4.5,54.0,310667,4,3,1,1,1,không
2.7,21.0,310663,3,2,1,1,1,không
0.0,0.0,310657,1,1,1,1,1,không
18.24,90.0,310640,5,12,3,4,3,không
35.0,205.0,310636,8,12,3,6,6,không
6.5,102.0,310635,6,4,1,2,1,không
2.7,24.0,310634,3,3,2,2,2,không
2.4,21.0,310633,3,2,3,2,2,không
5.0,50.0,310630,4,4,3,3,3,không
5.0,65.0,310624,4,10,3,3,3,không
0.0,0.0,310616,1,1,1,1,1,không
0.0,0.0,310615,1,1,1,1,1,không
4.3,101.0,310613,4,3,1,4,2,không
5.5,62.0,310601,4,4,1,1,1,không
3.9,42.0,310599,4,4,1,1,1,không
14.299,80.0,310595,5,50,4,4,4,không
0.0,0.0,310588,1,1,1,1,1,không
8.39,50.0,310585,4,5,4,4,4,không
7.799,160.0,310580,8,12,2,10,9,không
6.699,218.0,310572,7,6,1,1,1,không
2.9,37.0,310562,4,4,1,1,1,không
35.0,444.0,310561,12,25,2,1,1,không
24.0,126.0,310559,7,40,3,1,1,không
15.0,45.0,310552,4,5,2,2,2,không
3.7,52.0,310548,4,4,1,1,1,không
6.4,31.0,310544,4,5,3,2,2,không
6.4,30.0,310543,4,5,3,2,2,không
6.4,30.0,310542,4,5,3,2,2,không
6.4,32.0,310541,4,5,3,2,2,không
6.4,32.0,310540,4,5,3,2,2,không
6.4,31.0,310538,4,5,3,2,2,không
3.9,18.0,310507,4,3,3,3,3,không
17.5,52.0,310504,5,10,5,8,8,không
8.5,150.0,310081,6,6,1,4,2,không
0.0,0.0,310465,1,1,1,1,1,không
3.3,68.0,310463,4,4,1,2,1,không
4.699,60.0,310462,4,4,2,2,2,không
4.65,60.0,310461,4,4,2,2,2,không
4.6,60.0,310460,1,4,2,2,2,không
4.499,66.0,310459,4,7,1,1,1,không
4.1,101.0,310451,4,5,1,2,1,không
3.5,24.0,310435,6,1,1,1,1,không
6.999,128.0,310426,5,12,3,3,2,không
4.299,64.0,310411,4,5,3,4,5,không
6.2,40.0,310406,3,4,4,5,3,không
6.3,41.0,310403,3,4,5,5,3,không
6.1,68.0,310387,4,8,4,4,5,không
2.6,19.0,310386,3,3,4,3,3,không
7.1,120.0,310378,6,8,1,1,1,không
3.78,72.0,310374,4,5,2,3,3,không
16.0,81.0,310364,5,1,4,6,6,không
0.0,0.0,310363,1,1,1,1,1,không
4.799,83.0,310360,4,8,1,1,1,không
6.4,145.0,310359,12,3,3,3,2,không
4.599,67.0,310358,4,5,3,4,5,không
5.299,70.0,310354,4,8,3,3,3,không
0.0,67.0,310352,4,8,2,3,3,không
4.199,67.0,310351,4,8,2,3,3,không
18.0,260.0,310335,5,18,3,6,4,không
5.05,95.0,310327,4,3,1,3,2,không
6.2,145.0,310326,12,3,3,3,2,không
20.0,126.0,310323,7,20,4,6,6,không
0.0,0.0,310315,1,1,1,1,1,không
11.0,176.0,310302,5,12,3,5,4,không
11.9,359.7,310294,6,12,4,12,12,đầy đủ
6.0,59.0,310291,4,10,5,4,5,không
2.87,30.0,310285,1,3,2,2,2,không
5.05,95.0,310283,4,3,1,2,2,không
1.75,24.0,310279,5,3,2,2,2,không
6.0,80.0,310277,4,12,2,2,3,không
1.9,100.0,310274,5,20,29,1,1,không
5.05,95.0,310270,4,3,1,2,2,không
6.1,58.0,310267,4,5,4,4,3,không
6.1,58.0,310266,4,5,4,4,3,không
9.999,56.0,310251,4,10,3,3,4,không
6.89,50.0,310226,5,5,2,3,2,không
4.45,75.0,310218,5,5,3,6,4,không
4.5,100.0,310202,5,1,1,1,1,không
5.69,70.0,310201,6,6,4,4,5,không
9.5,40.0,310191,4,6,7,5,6,không
10.9,79.0,310190,6,3,3,3,3,không
13.5,65.0,310189,5,6,3,3,3,không
8.5,116.0,310187,9,6,4,4,4,không
240.0,570.0,310173,26,24,8,1,1,không
4.5,90.0,310170,5,4,3,3,3,không
3.68,51.0,310165,4,4,3,3,3,không
6.8,90.0,310146,4,5,2,5,5,không
5.84,70.0,310145,4,5,1,2,2,không
8.5,82.0,310143,5,5,4,4,5,không
7.9,103.0,310140,6,5,2,3,3,không
7.9,103.0,310119,6,5,2,3,3,không
4.0,61.0,310118,5,3,1,2,1,không
5.6,72.0,310115,5,4,2,2,2,không
4.69,77.0,310109,7,4,2,7,7,không
5.59,52.0,310103,8,5,3,4,5,cơ bản
5.5,260.0,310096,5,8,4,4,4,không
3.35,68.0,310095,4,4,2,3,2,không
0.0,0.0,310085,1,1,1,1,1,không
3.75,43.0,310077,3,1,1,1,1,không
2.5,28.0,310074,8,4,2,2,3,cơ bản
7.888,85.0,310069,5,20,3,3,4,không
16.5,72.0,310061,4,10,4,5,5,không
16.5,72.0,310060,4,10,4,5,5,không
10.0,51.0,310059,5,25,3,3,3,không
3.0,32.0,310057,4,4,2,2,2,đầy đủ
4.0,71.0,310042,6,6,2,3,3,không
11.5,41.0,310041,3,25,3,3,3,không
9.0,56.0,310036,5,1,4,5,4,không
6.4,91.0,310033,4,12,2,3,3,không
9.0,56.0,310032,5,1,4,5,4,không
25.0,80.0,310027,5,10,3,6,5,không
0.0,0.0,310024,12,1,1,1,1,không
20.8,215.0,310016,5,35,2,5,3,không
320.0,85.0,310000,5,25,1,1,1,không
0.0,0.0,309996,1,1,1,1,1,không
0.0,0.0,309995,1,1,1,1,1,không
4.55,50.0,309992,1,1,1,1,1,không
0.0,0.0,309991,1,1,1,1,1,không
320.0,85.0,309982,5,25,1,1,1,không
20.0,130.0,309935,1,1,2,4,3,cơ bản
6.35,42.0,309921,4,4,5,3,4,không
7.0,166.0,309866,8,6,4,6,5,không
7.0,170.0,309845,8,6,4,6,5,không
8.0,0.0,309844,1,1,1,1,1,không
8.0,72.0,309840,7,1,1,1,1,không
5.4,70.0,309839,5,4,1,2,1,không
3.6,42.0,309795,5,4,2,2,2,không
12.5,42.0,309794,5,4,2,2,2,không
12.5,141.0,309792,6,6,2,5,1,không
8.0,57.0,309774,4,1,1,1,1,không
9.0,56.0,309773,5,1,4,5,4,không
6.5,50.0,309745,4,5,4,4,5,không
4.0,50.0,309742,4,4,2,3,2,không
1.7,25.0,309741,3,4,1,2,2,không
2.5,25.0,309724,4,4,2,2,2,đầy đủ
10.5,77.0,309708,5,4,4,1,1,không
8.0,57.0,309703,1,1,1,1,1,không
11.0,70.0,309702,6,8,3,3,2,không
7.0,70.0,309684,5,4,4,5,5,không
6.2,30.0,309682,4,4,5,5,5,không
13.9,55.0,309681,6,3,6,5,6,không
11.6,35.0,309680,7,10,3,3,3,không
8.0,72.0,309679,4,4,4,7,5,không
3.25,34.0,309672,4,3,2,2,2,không
5.95,67.0,309664,4,6,3,3,3,không
2.5,25.0,309652,4,4,2,1,2,đầy đủ
4.8,65.0,309611,5,6,3,3,3,không
730.0,40.0,309586,1,8,2,2,2,cơ bản
17.8,222.0,309530,13,5,2,2,2,không
11.3,145.0,309524,8,5,2,2,2,không
11.3,145.0,309522,8,5,2,2,2,không
12.0,237.0,309520,6,7,1,4,3,không
1.6,52.0,309486,7,10,1,2,2,không
2.1,156.0,309485,6,5,1,1,1,không
0.0,0.0,309472,1,1,1,1,1,không
2.35,68.0,309471,5,5,3,3,3,không
1.3,63.0,309451,4,5,1,1,1,không
6.0,120.0,309447,6,1,5,1,1,không
5.8,66.0,309445,6,4,1,2,2,không
4.48,62.0,309435,5,4,2,2,2,cơ bản
18.0,100.0,309433,5,18,3,6,4,không
13.5,84.0,309416,4,5,5,9,5,không
9.5,110.0,309411,6,8,2,4,3,không
2.95,60.0,309400,4,4,2,2,2,không
3.5,36.0,309391,4,8,2,2,2,không
3.5,22.0,309390,4,10,3,2,3,không
4.999,80.0,309387,4,8,4,4,4,không
5.3,64.0,309386,4,6,2,3,3,không
5.38,60.0,309371,4,4,3,4,5,không
3.9,60.0,309370,4,4,3,3,4,không
9.85,72.0,309355,4,8,5,5,5,không
8.3,71.0,309352,5,6,4,4,4,không
15.8,60.0,309349,4,16,4,3,3,không
8.7,42.0,309345,4,5,5,5,5,không
3.98,52.0,309336,4,3,3,3,3,không
4.79,40.0,309318,5,4,2,2,2,không
5.4,56.0,309317,4,4,3,3,3,không
6.2,68.0,309315,4,5,2,3,3,không
5.0,50.0,309313,4,3,3,4,4,không
4.05,55.0,309281,5,3,2,2,2,không
4.6,48.0,309274,3,4,3,2,2,không
107.0,56.0,309272,4,5,4,4,3,không
7.6,38.0,309258,5,1,5,4,4,không
2.15,27.0,309256,1,10,1,1,1,không
16.0,90.0,309249,9,7,1,1,1,không
10.5,80.0,309247,4,6,5,5,5,không
4.6,36.0,309246,4,4,3,3,3,không
5.1,60.0,309235,5,1,2,3,2,cơ bản
5.5,52.0,309232,6,4,4,3,3,không
7.8,30.0,309222,9,1,4,5,4,không
5.4,40.0,309209,3,4,4,4,3,không
28.0,105.0,309208,8,16,5,9,9,không
15.2,94.0,309207,5,5,5,6,7,không
16.0,80.0,309179,5,8,5,6,4,không
5.0,50.0,309167,5,1,2,1,1,không
2.89,46.0,309147,5,3,2,2,2,không
3.3,54.0,309146,4,3,2,4,2,không
11.9,100.0,309135,5,5,4,4,5,không
14.49,310.0,309134,15,5,1,3,4,không
1.5,64.0,309129,4,4,1,2,1,không
7.2,110.0,309128,4,4,2,2,2,không
3.49,64.0,309125,4,4,2,3,2,không
4.89,112.0,309124,4,5,2,2,2,không
4.6,210.0,309121,9,3,5,10,10,không
5.85,42.0,309119,1,1,4,1,1,không
5.95,43.0,309118,1,1,40,1,1,không
4.5,29.0,309112,1,1,1,1,1,không
4.6,29.0,309111,1,1,1,1,1,không
5.9,43.0,309110,1,1,1,1,1,không
5.7,47.0,309109,1,1,1,1,1,không
4.65,48.0,309108,4,6,3,3,3,không
6.0,40.0,309107,4,14,2,2,2,không
5.0,158.0,309089,9,1,2,6,5,không
29.5,70.0,309080,4,40,6,1,1,không
235.0,197.0,309063,11,1,1,1,1,không
7.5,98.0,309062,6,8,1,5,3,không
5.59,1.0,309058,4,5,5,4,5,không
3.5,34.0,309057,4,3,2,2,2,không
5.79,55.0,309056,4,12,2,4,2,không
5.95,65.0,309055,4,4,3,4,4,không
7.44,64.0,309054,4,4,4,4,5,không
0.0,0.0,309047,1,1,1,1,1,không
300.0,2000.0,309043,35,1,1,1,1,không
0.0,46.0,308595,1,1,2,3,3,không
12.5,120.0,309032,4,10,1,2,2,không
55.0,480.0,309020,8,40,5,9,9,không
4.1,57.0,309019,4,5,3,3,4,không
4.1,24.0,309018,3,3,4,3,4,không
8.9,100.0,309015,4,3,1,2,1,không
6.3,141.0,309014,5,3,1,2,1,không
19.0,114.0,308982,6,30,4,5,6,không
19.0,114.0,308981,6,30,4,5,6,không
0.0,0.0,308976,1,1,1,1,1,không
33.8,75.0,308969,10,30,7,7,7,không
7.8,72.0,308955,5,5,2,2,2,không
7.8,72.0,308953,5,5,2,2,1,không
19.0,118.0,308946,5,8,4,20,21,không
28.5,150.0,308941,6,30,3,4,5,không
28.5,150.0,308940,6,30,3,4,5,không
2.0,330.0,308936,4,30,4,14,15,không
2.0,330.0,308935,4,30,4,14,15,không
2.7,21.0,308922,3,3,3,2,2,không
38.0,55.0,308916,6,30,1,1,1,không
4.4,240.0,308915,9,30,7,20,22,không
38.0,55.0,308914,6,30,1,1,1,không
4.4,240.0,308913,9,30,7,20,22,không
70.0,128.0,308905,8,1,5,1,1,không
4.5,48.0,308897,6,3,2,3,3,không
0.0,0.0,308896,1,1,1,1,1,không
2.85,24.0,308883,3,4,2,2,2,không
3.15,32.0,308870,1,1,2,1,1,không
5.19,29.0,308839,4,3,3,3,3,không
5.65,53.0,308838,4,5,4,3,3,không
3.8,58.0,308859,4,5,2,4,4,không
6.2,55.0,308854,4,5,3,3,3,không
8.0,97.0,308847,5,6,1,5,4,không
5.5,54.0,308836,5,5,3,3,3,không
5.5,54.0,308835,5,5,3,3,3,không
7.7,58.0,308834,4,16,2,2,3,không
6.43,38.0,308833,8,4,3,5,5,cơ bản
5.5,54.0,308831,5,5,3,3,3,không
100.0,405.0,308825,15,20,1,1,1,không
6.0,60.0,308817,5,5,3,4,4,không
6.0,68.0,308801,5,1,3,4,3,không
3.17,15.0,308788,12,3,2,2,3,không
3.3,54.0,308783,4,3,2,4,2,không
3.3,54.0,308782,4,3,2,4,2,không
5.0,58.0,308779,5,6,3,4,3,không
4.75,45.0,308775,12,5,4,4,5,không
8.5,120.0,308767,5,4,1,2,2,không
0.0,120.0,308759,6,5,2,1,1,không
13.0,100.0,308738,5,7,2,2,3,không
17.0,170.0,308735,7,6,5,18,18,không
4.2,44.0,308724,4,3,2,2,2,không
1.6,16.0,308720,4,2,1,2,2,không
6.69,54.0,308713,4,10,2,2,2,không
6.69,54.0,308712,4,10,2,2,2,không
5.5,65.0,308711,1,8,1,1,1,không
8.9,56.0,308709,4,6,6,6,1,không
7.5,83.0,308688,8,4,2,3,3,không
3.1,55.0,308683,4,6,1,2,1,không
3.85,30.0,308682,4,3,2,2,2,không
3.85,30.0,308681,4,3,2,2,2,không
3.1,55.0,308680,4,6,1,2,1,không
90.0,450.0,308658,18,20,1,1,1,không
10.2,202.0,308655,4,12,4,1,1,không
11.5,210.0,308654,4,18,4,1,1,không
17.7,274.0,308653,5,12,4,6,6,không
35.6,455.0,308650,12,16,4,6,6,không
28.0,170.0,307846,6,10,3,3,3,không
4.5,48.0,308636,4,4,2,3,3,không
3.3,45.0,308630,4,1,2,2,1,không
4.14,53.0,308626,12,12,4,8,4,cơ bản
77.0,2500.0,308625,30,16,2,1,1,không
16.5,84.0,308623,4,12,1,1,1,không
141.0,1900.0,308617,16,30,1,2,3,không
141.0,1900.0,308616,16,30,1,2,3,không
3.69,56.0,308614,4,4,2,2,2,không
3.69,56.0,308613,4,4,2,2,2,không
3.69,56.0,308611,4,4,2,2,2,không
10.8,80.0,308610,5,9,3,4,5,không
10.5,85.0,308609,5,7,3,3,3,không
0.0,52.0,308604,4,10,4,3,3,không
7.5,84.0,308600,4,8,2,2,2,không
7.5,72.0,308598,4,8,1,1,1,không
5.8,56.0,308597,4,5,4,4,4,không
6.8,90.0,308596,5,5,4,4,4,không
87.0,715.0,308588,24,20,2,4,5,không
14.6,80.0,308587,5,8,4,6,7,không
12.9,80.0,308586,5,15,4,4,5,không
5.5,112.0,308585,7,8,4,6,6,không
11.0,4.0,308583,22,10,3,4,4,không
14.0,70.0,308582,20,1,1,1,1,không
10.5,112.0,308581,7,8,4,6,6,không
4.24,45.0,308574,8,4,5,9,5,cơ bản
640.0,144.0,308573,1,1,1,1,1,không
7.0,30.0,308570,4,5,5,9,8,không
5.85,43.0,308569,3,4,4,5,4,không
610.0,144.0,308567,1,1,1,1,1,không
15.5,100.0,308547,5,8,4,6,6,không
15.5,100.0,308546,5,8,4,6,6,không
4.6,69.0,308545,1,1,1,1,1,không
0.0,0.0,308543,1,1,1,1,1,không
3.65,65.0,308542,5,6,3,5,3,không
3.65,65.0,308540,5,6,3,5,3,không
15.0,74.0,308539,5,10,1,1,1,không
17.2,39.0,308538,4,10,1,1,1,không
14.0,39.0,308537,4,10,1,1,1,không
15.5,39.0,308536,5,10,1,1,1,không
2.395,22.0,308535,12,6,4,6,3,cơ bản
70.0,294.0,308529,17,35,3,5,5,không
